Sawsbuck,586,586,0,Normal,Grass,Field,Field,None,None,None,Chlorophyll,Sap Sipper,Serene Grace,80,110,70,60,70,105,1,Horn Leech,1,Camouflage,4,Growl,1,Megahorn,7,Sand Attack,1,Tackle,10,Double Kick,13,Leech Seed,16,Feint Attack,20,Take Down,24,Jump Kick,28,Aromatherapy,32,Energy Ball,36,Charm,44,Nature Power,52,Double-Edge,60,Wood Hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Work Up,Sunny Day,Hyper Beam,Light Screen,Protect,Rain Dance,Giga Drain,Safeguard,Solar Beam,Dig,Shadow Ball,Double Team,Facade,Rest,Attract,Energy Ball,Endure,Giga Impact,Flash,Thunder Wave,Swords Dance,Sleep Talk,Bulldoze,Grass Knot,Swagger,Substitute,Cut,Rock Smash,Wild Charge,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agility,Baton Pass,Fake Tears,Grass Whistle,Headbutt,Natural Gift,Odor Sleuth,Sleep Talk,Synthesis,Worry Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emolga,587,587,0,Electric,Flying,Field,Field,Cheri Berry,Cheri Berry,Cheri Berry,Volt Absorb,Lightning Rod,Motor Drive,55,75,60,75,60,125,1,Nuzzle,1,Tail Whip,5,Double Team,10,Quick Attack,15,Thunder Shock,20,Charge,25,Acrobatics,30,Spark,35,Encore,40,Volt Switch,45,Light Screen,50,Discharge,55,Agility,60,Volt Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Taunt,Light Screen,Protect,Rain Dance,Solar Beam,Iron Tail,Thunderbolt,Thunder,Double Team,Shock Wave,Aerial Ace,Facade,Volt Switch,Rest,Attract,Roost,Energy Ball,Fling,Charge Beam,Endure,Flash,Thunder Wave,Sleep Talk,Swagger,U-turn,Substitute,Cut,Defog,Wild Charge,Hurricane,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Slash,Astonish,Baton Pass,Charm,Covet,Ion Deluge,Iron Tail,Roost,Shock Wave,Speed Swap,Tickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karrablast,588,588,0,Bug,,Bug,Bug,None,None,None,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,1,Leer,1,Peck,4,Fury Cutter,8,Endure,12,False Swipe,16,Acid Spray,20,Headbutt,24,Flail,28,Scary Face,32,X-Scissor,36,Swords Dance,40,Take Down,44,Bug Buzz,48,Double-Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Protect,Rain Dance,Giga Drain,Double Team,Aerial Ace,Facade,Rest,Attract,Energy Ball,False Swipe,Endure,Bug Buzz,Swords Dance,X-Scissor,Sleep Talk,Poison Jab,Swagger,U-turn,Substitute,Cut,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bug Bite,Counter,Drill Run,Feint Attack,Knock Off,Megahorn,Pursuit,Screech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escavalier,589,589,0,Bug,Steel,Bug,Bug,None,None,None,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,1,Double-Edge,1,Endure,1,Fell Stinger,1,Flail,1,Fury Cutter,1,Leer,1,Peck,1,Quick Guard,1,Scary Face,1,Take Down,12,False Swipe,16,Acid Spray,20,Headbutt,24,Reversal,28,Iron Defense,32,X-Scissor,36,Swords Dance,40,Iron Head,44,Bug Buzz,48,Giga Impact,52,Metal Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Taunt,Hyper Beam,Protect,Rain Dance,Giga Drain,Double Team,Aerial Ace,Facade,Rest,Attract,Focus Blast,Energy Ball,False Swipe,Endure,Bug Buzz,Giga Impact,Swords Dance,X-Scissor,Sleep Talk,Poison Jab,Swagger,U-turn,Substitute,Cut,Rock Smash,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bug Bite,Counter,Drill Run,Feint Attack,Knock Off,Megahorn,Pursuit,Screech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foongus,590,590,0,Grass,Poison,Grass,Grass,Tiny Mushroom,None,Big Mushroom,Effect Spore,Effect Spore,Regenerator,69,55,45,55,55,15,1,Absorb,1,Astonish,4,Growth,8,Stun Spore,12,Mega Drain,16,Synthesis,20,Clear Smog,24,Sweet Scent,28,Giga Drain,32,Ingrain,36,Toxic,40,Rage Powder,44,Solar Beam,48,Spore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Protect,Rain Dance,Giga Drain,Solar Beam,Double Team,Sludge Bomb,Facade,Rest,Attract,Energy Ball,Endure,Payback,Flash,Sleep Talk,Grass Knot,Swagger,Substitute,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poison Powder,Defense Curl,Rollout,Worry Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amoonguss,591,591,0,Grass,Poison,Grass,Grass,Tiny Mushroom,None,Big Mushroom,Effect Spore,Effect Spore,Regenerator,114,85,70,85,80,30,1,Absorb,1,Astonish,1,Growth,1,Stun Spore,12,Mega Drain,16,Synthesis,20,Clear Smog,24,Sweet Scent,28,Giga Drain,32,Ingrain,36,Toxic,42,Rage Powder,48,Solar Beam,54,Spore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Hyper Beam,Protect,Rain Dance,Giga Drain,Solar Beam,Double Team,Sludge Bomb,Facade,Rest,Attract,Energy Ball,Endure,Payback,Giga Impact,Flash,Sleep Talk,Grass Knot,Swagger,Substitute,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poison Powder,Defense Curl,Rollout,Worry Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frillish,592,592,0,Water,Ghost,Amorphous,Amorphous,None,None,None,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,1,Absorb,1,Water Gun,4,Poison Sting,8,Night Shade,12,Water Pulse,16,Rain Dance,20,Hex,24,Brine,28,Recover,32,Shadow Ball,36,Whirlpool,41,Hydro Pump,44,Destiny Bond,48,Water Spout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Taunt,Ice Beam,Blizzard,Protect,Rain Dance,Giga Drain,Safeguard,Dazzling Gleam,Psychic,Shadow Ball,Double Team,Shock Wave,Sludge Bomb,Facade,Rest,Attract,Scald,Energy Ball,Brine,Endure,Will-O-Wisp,Flash,Psych Up,Dark Pulse,Sleep Talk,Dream Eater,Swagger,Substitute,Trick Room,Surf,Waterfall,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid Armor,Constrict,Confuse Ray,Mist,Pain Split,Recover,Bubble Beam,Strength Sap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jellicent,593,593,0,Water,Ghost,Amorphous,Amorphous,None,None,None,Water Absorb,Cursed Body,Damp,100,60,75,85,120,60,1,Absorb,1,Acid Armor,1,Night Shade,1,Poison Sting,1,Water Gun,12,Water Pulse,16,Rain Dance,20,Hex,24,Brine,28,Recover,32,Shadow Ball,36,Whirlpool,43,Hydro Pump,48,Destiny Bond,54,Water Spout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Taunt,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Giga Drain,Safeguard,Dazzling Gleam,Psychic,Shadow Ball,Double Team,Shock Wave,Sludge Bomb,Facade,Rest,Attract,Scald,Energy Ball,Brine,Endure,Will-O-Wisp,Giga Impact,Flash,Psych Up,Dark Pulse,Sleep Talk,Dream Eater,Swagger,Substitute,Trick Room,Surf,Waterfall,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid Armor,Constrict,Confuse Ray,Mist,Pain Split,Recover,Bubble Beam,Strength Sap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alomomola,594,594,0,Water,,Water 1,Water 2,None,None,None,Healer,Hydration,Regenerator,165,75,80,40,45,65,57,Healing Wish,53,Helping Hand,65,Hydro Pump,1,Play Nice,1,Pound,1,Water Sport,61,Wide Guard,5,Aqua Ring,9,Aqua Jet,13,Double Slap,17,Heal Pulse,21,Protect,25,Water Pulse,29,Wake-Up Slap,33,Soak,37,Wish,41,Brine,45,Safeguard,49,Whirlpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Calm Mind,Toxic,Hail,Ice Beam,Blizzard,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Psychic,Shadow Ball,Double Team,Facade,Rest,Attract,Skill Swap,Scald,Brine,Endure,Giga Impact,Psych Up,Sleep Talk,Swagger,Substitute,Surf,Waterfall,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mist,Endure,Mirror Coat,Refresh,Tickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joltik,595,595,0,Bug,Electric,Bug,Bug,None,None,None,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,1,Absorb,1,Fury Cutter,4,Electroweb,8,Bug Bite,12,String Shot,16,Thunder Wave,20,Electro Ball,24,Agility,28,Sucker Punch,32,Slash,37,Discharge,40,Screech,44,Gastro Acid,48,Bug Buzz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Light Screen,Protect,Rain Dance,Giga Drain,Thunderbolt,Thunder,Double Team,Shock Wave,Facade,Volt Switch,Rest,Attract,Thief,Energy Ball,Charge Beam,Endure,Bug Buzz,Flash,Thunder Wave,X-Scissor,Sleep Talk,Poison Jab,Swagger,Substitute,Cut,Rock Climb,Wild Charge,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poison Sting,Double Team,Struggle Bug,Infestation,Lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galvantula,596,596,0,Bug,Electric,Bug,Bug,None,None,None,Compound Eyes,Unnerve,Swarm,70,77,60,107,60,108,1,Sticky Web,1,Absorb,1,Bug Bite,1,Electroweb,1,Fury Cutter,12,String Shot,16,Thunder Wave,20,Electro Ball,24,Agility,28,Sucker Punch,32,Slash,39,Discharge,44,Screech,50,Gastro Acid,56,Bug Buzz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Hyper Beam,Light Screen,Protect,Rain Dance,Giga Drain,Thunderbolt,Thunder,Double Team,Shock Wave,Facade,Volt Switch,Rest,Attract,Thief,Energy Ball,Charge Beam,Endure,Bug Buzz,Giga Impact,Flash,Thunder Wave,X-Scissor,Sleep Talk,Poison Jab,Swagger,Substitute,Cut,Wild Charge,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poison Sting,Double Team,Struggle Bug,Infestation,Lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferroseed,597,597,0,Grass,Steel,Grass,Mineral,None,None,Sticky Barb,Iron Barbs,Iron Barbs,Iron Barbs,44,50,91,24,86,10,1,Harden,1,Tackle,5,Metal Claw,10,Pin Missile,15,Ingrain,20,Flash Cannon,25,Iron Head,30,Self-Destruct,35,Iron Defense,41,Curse,45,Gyro Ball,50,Explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Protect,Giga Drain,Solar Beam,Thunderbolt,Double Team,Facade,Rest,Attract,Energy Ball,Endure,Explosion,Payback,Rock Polish,Flash,Thunder Wave,Gyro Ball,Stealth Rock,Sleep Talk,Poison Jab,Swagger,Substitute,Flash Cannon,Rock Smash,Rock Climb,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leech Seed,Toxic,Knock Off,Gravity,Acid Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrothorn,598,598,0,Grass,Steel,Grass,Mineral,None,None,Sticky Barb,Iron Barbs,Iron Barbs,Anticipation,74,94,131,54,116,20,1,Power Whip,1,Harden,1,Metal Claw,1,Pin Missile,1,Tackle,15,Ingrain,20,Flash Cannon,25,Iron Head,30,Self-Destruct,35,Iron Defense,43,Curse,49,Gyro Ball,56,Explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Hyper Beam,Protect,Giga Drain,Solar Beam,Thunderbolt,Thunder,Double Team,Sandstorm,Aerial Ace,Facade,Rest,Attract,Energy Ball,Endure,Explosion,Shadow Claw,Payback,Giga Impact,Rock Polish,Flash,Thunder Wave,Gyro Ball,Swords Dance,Stealth Rock,Sleep Talk,Bulldoze,Poison Jab,Grass Knot,Swagger,Substitute,Flash Cannon,Cut,Strength,Rock Smash,Rock Climb,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leech Seed,Toxic,Knock Off,Gravity,Acid Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klink,599,599,0,Steel,,Mineral,Mineral,None,None,None,Motor Drive,Clear Body,Levitate,40,55,70,45,60,30,1,Thunder Shock,1,Vise Grip,4,Bind,8,Charge,12,Charge Beam,16,Metal Sound,20,Autotomize,24,Discharge,28,Screech,32,Gear Grind,36,Lock-On,40,Shift Gear,44,Zap Cannon,48,Hyper Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Hyper Beam,Protect,Thunderbolt,Double Team,Shock Wave,Sandstorm,Facade,Volt Switch,Rest,Charge Beam,Endure,Recycle,Rock Polish,Thunder Wave,Sleep Talk,Swagger,Substitute,Flash Cannon,Rock Smash,Wild Charge,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klang,600,600,0,Steel,,Mineral,Mineral,None,None,None,Motor Drive,Clear Body,Levitate,60,80,95,70,85,50,1,Bind,1,Charge,1,Thunder Shock,1,Vise Grip,12,Charge Beam,16,Metal Sound,20,Autotomize,24,Discharge,28,Screech,32,Gear Grind,36,Lock-On,42,Shift Gear,48,Zap Cannon,54,Hyper Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Hyper Beam,Protect,Thunderbolt,Double Team,Shock Wave,Sandstorm,Facade,Volt Switch,Rest,Charge Beam,Endure,Recycle,Rock Polish,Thunder Wave,Sleep Talk,Swagger,Substitute,Flash Cannon,Rock Smash,Wild Charge,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klinklang,601,601,0,Steel,,Mineral,Mineral,None,None,None,Motor Drive,Clear Body,Levitate,60,100,115,70,85,90,1,Bind,1,Charge,1,Gear Up,1,Magnetic Flux,1,Thunder Shock,1,Vise Grip,12,Charge Beam,16,Metal Sound,20,Autotomize,24,Discharge,28,Screech,32,Gear Grind,36,Lock-On,42,Shift Gear,48,Zap Cannon,56,Hyper Beam,64,Electric Terrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Hyper Beam,Protect,Thunderbolt,Thunder,Double Team,Shock Wave,Sandstorm,Facade,Volt Switch,Rest,Charge Beam,Endure,Recycle,Giga Impact,Rock Polish,Thunder Wave,Sleep Talk,Swagger,Substitute,Flash Cannon,Trick Room,Rock Smash,Wild Charge,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynamo,602,602,0,Electric,,Amorphous,Amorphous,None,None,None,Levitate,Surge Surfer,Defiant,35,55,40,45,40,60,1,Charge Beam,1,Spark,1,Tackle,1,Thunder Wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charge Beam,Thunder Wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eelektrik,603,603,0,Electric,,Amorphous,Amorphous,None,None,None,Levitate,Surge Surfer,Defiant,65,85,70,75,70,40,1,Charge Beam,1,Crunch,1,Headbutt,1,Spark,1,Thunder Wave,9,Bind,19,Acid,29,Discharge,44,Thunderbolt,49,Acid Spray,54,Coil,59,Volt Tackle,64,Gastro Acid,69,Zap Cannon,74,Thrash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Light Screen,Protect,Rain Dance,Giga Drain,Iron Tail,Thunderbolt,Thunder,Double Team,Shock Wave,Facade,Volt Switch,Rest,Attract,Charge Beam,Endure,Flash,Thunder Wave,Sleep Talk,Swagger,U-turn,Substitute,Flash Cannon,Wild Charge,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
