Name,PokemonID,MonsNo,FormNo,Type 1,Type 2,Egg Group 1,Egg Group 2,Ability1,Ability2,Ability3,HP,Attack,Defense,Special Attack,Special Defense,Speed,Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TM Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tutor Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninjask,291,291,0,Bug,Flying,Bug,Bug,Speed Boost,Speed Boost,Infiltrator,61,90,45,50,50,160,1,Double Team,1,Screech,1,Fury Cutter,1,Baton Pass,1,Aerial Ace,1,Mud-Slap,1,Metal Claw,1,Dig,1,Sand Attack,1,Scratch,1,Harden,1,False Swipe,15,Agility,23,Absorb,29,Bug Bite,36,Fury Swipes,43,Mind Reader,50,Slash,57,Swords Dance,64,X-Scissor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunny Day,Hyper Beam,Protect,Giga Drain,Solar Beam,Dig,Shadow Ball,Double Team,Sandstorm,Aerial Ace,Facade,Rest,Thief,Roost,False Swipe,Endure,Bug Buzz,Giga Impact,Flash,Swords Dance,X-Scissor,Sleep Talk,Swagger,U-turn,Substitute,Cut,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Spikes,Dual Wingbeat,Laser Focus,Fury Cutter,Spite,Uproar,Ominous Wind,Swift,Leech Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shedinja,292,292,0,Bug,Ghost,Mineral,Mineral,Wonder Guard,Wonder Guard,Wonder Guard,1,90,45,30,30,40,1,Shadow Claw,1,Grudge,1,Mud-Slap,1,Metal Claw,1,Dig,1,Scratch,1,Sand Attack,1,Harden,1,False Swipe,15,Confuse Ray,23,Absorb,29,Shadow Sneak,36,Fury Swipes,43,Mind Reader,50,Shadow Ball,57,Spite,64,Phantom Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunny Day,Hyper Beam,Protect,Giga Drain,Solar Beam,Dig,Shadow Ball,Double Team,Sandstorm,Aerial Ace,Facade,Rest,Thief,False Swipe,Endure,Will-O-Wisp,Bug Buzz,Shadow Claw,Giga Impact,Flash,X-Scissor,Sleep Talk,Dream Eater,Swagger,Substitute,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Ally Switch,Mud-Slap,Fury Cutter,Spite,Trick,Leech Life,Sucker Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whismur,293,293,0,Normal,,Monster,Field,Soundproof,Soundproof,Rattled,64,51,23,51,23,28,1,Astonish,1,Pound,5,Echoed Voice,10,Howl,15,Rest,15,Sleep Talk,21,Stomp,25,Roar,30,Supersonic,35,Uproar,40,Screech,45,Hyper Voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Roar,Work Up,Sunny Day,Ice Beam,Blizzard,Protect,Rain Dance,Solar Beam,Shadow Ball,Double Team,Shock Wave,Flamethrower,Fire Blast,Facade,Rest,Attract,Fling,Endure,Sleep Talk,Swagger,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circle Throw,Disarming Voice,Endeavor,Extrasensory,Hammer Arm,Smokescreen,Take Down,Whirlwind,Snore,Fake Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Mud-Slap,Uproar,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Zen Headbutt,Icy Wind,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loudred,294,294,0,Normal,,Monster,Field,Soundproof,Soundproof,Scrappy,84,71,43,71,43,48,1,Bite,1,Astonish,1,Pound,1,Echoed Voice,1,Howl,15,Rest,15,Sleep Talk,23,Stomp,29,Roar,36,Supersonic,43,Uproar,50,Screech,57,Hyper Voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Roar,Work Up,Sunny Day,Taunt,Ice Beam,Blizzard,Protect,Rain Dance,Solar Beam,Earthquake,Shadow Ball,Brick Break,Double Team,Shock Wave,Flamethrower,Fire Blast,Rock Tomb,Torment,Facade,Rest,Attract,Overheat,Fling,Endure,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Mud-Slap,Uproar,Stomping Tantrum,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Zen Headbutt,Low Kick,Power-Up Punch,Icy Wind,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exploud,295,295,0,Normal,,Monster,Field,Soundproof,Soundproof,Scrappy,104,91,63,91,73,68,1,Crunch,1,Bite,1,Ice Fang,1,Fire Fang,1,Thunder Fang,1,Astonish,1,Pound,1,Echoed Voice,1,Howl,15,Rest,15,Sleep Talk,23,Stomp,29,Roar,36,Supersonic,45,Uproar,54,Screech,63,Hyper Voice,72,Boomburst,81,Hyper Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Roar,Work Up,Sunny Day,Taunt,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Solar Beam,Earthquake,Shadow Ball,Brick Break,Double Team,Shock Wave,Flamethrower,Fire Blast,Rock Tomb,Torment,Facade,Rest,Attract,Overheat,Focus Blast,Fling,Endure,Giga Impact,Avalanche,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Surf,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Mud-Slap,Uproar,Stomping Tantrum,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Zen Headbutt,Low Kick,Power-Up Punch,Icy Wind,Endeavor,Outrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makuhita,296,296,0,Fighting,,Human-Like,Human-Like,Thick Fat,Guts,Sheer Force,72,60,30,20,30,25,1,Tackle,1,Focus Energy,4,Sand Attack,7,Arm Thrust,10,Fake Out,13,Force Palm,16,Whirlwind,19,Knock Off,22,Vital Throw,25,Belly Drum,28,Detect,31,Seismic Toss,34,Focus Punch,37,Endure,40,Close Combat,43,Reversal,46,Heavy Slam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Bulk Up,Work Up,Sunny Day,Protect,Rain Dance,Earthquake,Low Sweep,Dig,Brick Break,Double Team,Rock Tomb,Facade,Rest,Attract,Focus Blast,Fling,Endure,Rock Slide,Sleep Talk,Bulldoze,Poison Jab,Swagger,Substitute,Surf,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detect,Helping Hand,Cross Chop,Revenge,Dynamic Punch,Counter,Bullet Punch,Feint,Wide Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Mud-Slap,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Role Play,Low Kick,Iron Head,Vacuum Wave,Power-Up Punch,Superpower,Knock Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hariyama,297,297,0,Fighting,,Human-Like,Human-Like,Thick Fat,Guts,Sheer Force,144,120,60,40,60,50,1,Brine,1,Tackle,1,Focus Energy,4,Sand Attack,7,Arm Thrust,10,Fake Out,13,Force Palm,16,Whirlwind,19,Knock Off,22,Vital Throw,26,Belly Drum,30,Detect,34,Seismic Toss,38,Focus Punch,42,Endure,46,Close Combat,50,Reversal,54,Heavy Slam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Bulk Up,Work Up,Sunny Day,Hyper Beam,Protect,Rain Dance,Earthquake,Low Sweep,Dig,Brick Break,Double Team,Rock Tomb,Facade,Rest,Attract,Focus Blast,Brine,Fling,Endure,Payback,Giga Impact,Stone Edge,Rock Slide,Sleep Talk,Bulldoze,Poison Jab,Swagger,Substitute,Surf,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Mud-Slap,Stomping Tantrum,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Role Play,Low Kick,Vacuum Wave,Power-Up Punch,Superpower,Knock Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azurill,298,298,0,Normal,Fairy,No Eggs,No Eggs,Thick Fat,Huge Power,Sap Sipper,50,20,40,20,40,20,1,Splash,1,Water Gun,1,Tail Whip,3,Helping Hand,6,Bubble Beam,9,Charm,12,Slam,15,Bounce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Hail,Work Up,Ice Beam,Blizzard,Light Screen,Protect,Rain Dance,Iron Tail,Double Team,Facade,Rest,Attract,Scald,Endure,Sleep Talk,Swagger,Substitute,Surf,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aqua Jet,Belly Drum,Copycat,Perish Song,Present,Sing,Soak,Supersonic,Tickle,Encore,Slam,Fake Tears,Body Slam,Muddy Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Covet,Rollout,Mud-Slap,Uproar,Bounce,Swift,Icy Wind,Knock Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosepass,299,299,0,Rock,,Mineral,Mineral,Sturdy,Magnet Pull,Sand Force,30,45,135,45,90,30,1,Tackle,4,Harden,7,Block,10,Rock Throw,13,Thunder Wave,16,Rest,19,Spark,22,Rock Slide,25,Power Gem,28,Rock Blast,31,Discharge,34,Sandstorm,37,Earth Power,40,Stone Edge,43,Lock-On,43,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunny Day,Taunt,Protect,Dazzling Gleam,Thunderbolt,Thunder,Earthquake,Double Team,Shock Wave,Sandstorm,Rock Tomb,Torment,Facade,Volt Switch,Rest,Attract,Endure,Explosion,Rock Polish,Stone Edge,Thunder Wave,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rollout,Double-Edge,Block,Wide Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Ally Switch,Rollout,Mud-Slap,Block,Self-Destruct,Stomping Tantrum,Ancient Power,Fire Punch,Ice Punch,Thunder Punch,Iron Defense,Magnet Rise,Magic Coat,Pain Split,Gravity,Zap Cannon,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skitty,300,300,0,Normal,,Field,Fairy,Cute Charm,Normalize,Wonder Skin,50,45,45,35,35,50,1,Fake Out,1,Growl,1,Tail Whip,4,Tackle,7,Sing,10,Attract,13,Disarming Voice,16,Fury Swipes,19,Copycat,22,Payback,25,Charm,31,Facade,34,Covet,37,Heal Bell,40,Double-Edge,43,Baby-Doll Eyes,46,Play Rough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Calm Mind,Work Up,Sunny Day,Ice Beam,Blizzard,Protect,Rain Dance,Safeguard,Solar Beam,Iron Tail,Thunderbolt,Thunder,Dig,Shadow Ball,Double Team,Shock Wave,Facade,Rest,Attract,Charge Beam,Endure,Nasty Plot,Payback,Flash,Thunder Wave,Psych Up,Sleep Talk,Dream Eater,Grass Knot,Swagger,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helping Hand,Uproar,Fake Tears,Wish,Baton Pass,Tickle,Last Resort,Fake Out,Zen Headbutt,Sucker Punch,Simple Beam,Cosmic Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Rollout,Mud-Slap,Heal Bell,Uproar,Zen Headbutt,Swift,Icy Wind,Sucker Punch,Last Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delcatty,301,301,0,Normal,,Field,Fairy,Cute Charm,Normalize,Wonder Skin,70,65,65,55,55,90,1,Fake Out,1,Sing,1,Attract,1,Growl,1,Tail Whip,1,Tackle,1,Disarming Voice,1,Fury Swipes,1,Copycat,1,Payback,1,Charm,1,Facade,1,Covet,1,Heal Bell,1,Double-Edge,1,Baby-Doll Eyes,1,Play Rough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Calm Mind,Work Up,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Safeguard,Solar Beam,Iron Tail,Thunderbolt,Thunder,Dig,Shadow Ball,Double Team,Shock Wave,Facade,Rest,Attract,Charge Beam,Endure,Nasty Plot,Payback,Giga Impact,Flash,Thunder Wave,Psych Up,Sleep Talk,Dream Eater,Grass Knot,Swagger,Substitute,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Rollout,Mud-Slap,Laser Focus,Heal Bell,Uproar,Stomping Tantrum,Zen Headbutt,Swift,Icy Wind,Sucker Punch,Last Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sableye,302,302,0,Dark,Ghost,Human-Like,Human-Like,Keen Eye,Stall,Prankster,50,75,75,65,65,50,1,Leer,1,Scratch,3,Astonish,6,Confuse Ray,9,Shadow Sneak,12,Fake Out,15,Disable,18,Detect,21,Night Shade,24,Fury Swipes,27,Knock Off,30,Quash,33,Shadow Claw,36,Mean Look,39,Power Gem,42,Zen Headbutt,45,Shadow Ball,48,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Water Pulse,Calm Mind,Sunny Day,Taunt,Protect,Rain Dance,Dazzling Gleam,Low Sweep,Dig,Psychic,Shadow Ball,Brick Break,Double Team,Shock Wave,Rock Tomb,Aerial Ace,Torment,Facade,Rest,Attract,Thief,Fling,Endure,Drain Punch,Will-O-Wisp,Nasty Plot,Shadow Claw,Payback,Flash,Gyro Ball,Psych Up,Snarl,Dark Pulse,Sleep Talk,Poison Jab,Dream Eater,Swagger,Substitute,Cut,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recover,Flatter,Feint,Sucker Punch,Metal Burst,Moonlight,Trick,Mean Look,Imprison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Ally Switch,Mud-Slap,Fury Cutter,Spite,Signal Beam,Ominous Wind,Fire Punch,Ice Punch,Thunder Punch,Wonder Room,Seismic Toss,Role Play,Zen Headbutt,Magic Coat,Pain Split,Low Kick,Trick,Gravity,Power-Up Punch,Icy Wind,Knock Off,Sucker Punch,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mawile,303,303,0,Steel,Fairy,Field,Fairy,Hyper Cutter,Intimidate,Sheer Force,50,85,85,55,55,50,1,Astonish,1,Growl,4,Fairy Wind,8,Baton Pass,12,Bite,16,Stockpile,16,Swallow,16,Spit Up,20,Sucker Punch,24,Iron Defense,28,Crunch,32,Sweet Scent,36,Iron Head,40,Taunt,44,Fake Tears,48,Play Rough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Sunny Day,Taunt,Ice Beam,Hyper Beam,Protect,Rain Dance,Solar Beam,Shadow Ball,Brick Break,Double Team,Flamethrower,Sludge Bomb,Sandstorm,Fire Blast,Rock Tomb,Torment,Facade,Rest,Attract,Focus Blast,False Swipe,Fling,Charge Beam,Endure,Payback,Giga Impact,Stone Edge,Swords Dance,Stealth Rock,Dark Pulse,Rock Slide,Sleep Talk,Grass Knot,Swagger,Substitute,Flash Cannon,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ancient Power,Tickle,Slam,Seismic Toss,Power-Up Punch,Poison Fang,Sucker Punch,Ice Fang,Fire Fang,Thunder Fang,Guard Swap,Metal Burst,Misty Terrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Mud-Slap,Laser Focus,Ancient Power,Ice Punch,Thunder Punch,Iron Defense,Magnet Rise,Seismic Toss,Pain Split,Iron Head,Power-Up Punch,Icy Wind,Knock Off,Sucker Punch,Last Resort,Foul Play,Super Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aron,304,304,0,Steel,Rock,Monster,Monster,Sturdy,Rock Head,Heavy Metal,50,70,100,40,40,30,1,Tackle,1,Harden,4,Metal Claw,8,Rock Tomb,12,Roar,16,Headbutt,20,Protect,24,Rock Slide,28,Iron Head,33,Metal Sound,36,Take Down,40,Autotomize,44,Iron Tail,48,Iron Defense,52,Heavy Slam,56,Double-Edge,60,Metal Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Roar,Sunny Day,Protect,Rain Dance,Iron Tail,Earthquake,Dig,Double Team,Shock Wave,Sandstorm,Rock Tomb,Aerial Ace,Facade,Rest,Attract,Endure,Shadow Claw,Rock Polish,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Cut,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curse,Dragon Rush,Endeavor,Head Smash,Stomp,Mud-Slap,Body Slam,Screech,Iron Head,Superpower,Reversal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Mud-Slap,Fury Cutter,Spite,Uproar,Ancient Power,Iron Defense,Magnet Rise,Iron Head,Superpower,Endeavor,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lairon,305,305,0,Steel,Rock,Monster,Monster,Sturdy,Rock Head,Heavy Metal,60,90,140,50,50,40,1,Tackle,1,Harden,1,Metal Claw,1,Rock Tomb,12,Roar,16,Headbutt,20,Protect,24,Rock Slide,28,Iron Head,35,Metal Sound,40,Take Down,46,Autotomize,52,Iron Tail,58,Iron Defense,64,Heavy Slam,70,Double-Edge,76,Metal Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Roar,Sunny Day,Protect,Rain Dance,Iron Tail,Earthquake,Dig,Double Team,Shock Wave,Sandstorm,Rock Tomb,Aerial Ace,Facade,Rest,Attract,Endure,Shadow Claw,Rock Polish,Stone Edge,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Cut,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Mud-Slap,Fury Cutter,Spite,Uproar,Stomping Tantrum,Ancient Power,Iron Defense,Magnet Rise,Iron Head,Superpower,Endeavor,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggron,306,306,0,Steel,Rock,Monster,Monster,Sturdy,Rock Head,Heavy Metal,70,110,180,60,60,50,1,Tackle,1,Harden,1,Metal Claw,1,Rock Tomb,12,Roar,16,Headbutt,20,Protect,24,Rock Slide,28,Iron Head,35,Metal Sound,40,Take Down,48,Autotomize,56,Iron Tail,64,Iron Defense,72,Heavy Slam,80,Double-Edge,88,Metal Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Dragon Claw,Water Pulse,Roar,Sunny Day,Taunt,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Solar Beam,Iron Tail,Thunderbolt,Thunder,Earthquake,Dig,Brick Break,Double Team,Shock Wave,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Aerial Ace,Facade,Rest,Attract,Focus Blast,Fling,Endure,Dragon Pulse,Shadow Claw,Payback,Giga Impact,Rock Polish,Stone Edge,Avalanche,Thunder Wave,Stealth Rock,Dark Pulse,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Flash Cannon,Cut,Surf,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Mud-Slap,Block,Fury Cutter,Spite,Uproar,Stomping Tantrum,Ancient Power,Fire Punch,Ice Punch,Thunder Punch,Iron Defense,Magnet Rise,Seismic Toss,Low Kick,Iron Head,Aqua Tail,Power-Up Punch,Icy Wind,Superpower,Endeavor,Outrage,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
